unit_number	unit_name	section_number	section_name	content	level	has_analysis	prerequisites	difficulty_level	difficulty_score	difficulty_confidence	complexity_factors	bloom_level	bloom_confidence	cognitive_processes	educational_standards	cross_disciplinary_connections
Unit 3	Fluid Mechanics	3.26	Poiseuille’s Law	"Viscous flow.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 12.4: Viscosity and Laminar Flow; Poiseuille’s Law"	undergraduate	Yes	Basic fluid dynamics concepts; Viscosity fundamentals; Laminar flow concepts; Basic calculus (derivatives and integrals); Newton's laws of motion; Pressure and pressure differences; Circular pipe geometry; SI units and unit conversion	advanced	8	0.9	"Requires understanding of differential equations; Involves multiple physics concepts (fluid dynamics, viscosity, pressure); Complex mathematical relationships; Abstract visualization of fluid flow patterns; Multiple variables and parameters to consider"	apply	0.9	"calculating flow rates using formulas; implementing equations in real-world scenarios; relating multiple variables (pressure, radius, viscosity, length); solving quantitative problems"	NGSS: HS-PS2-1; AP Physics: 5.E.1; AP Physics 2: 5.F.1	Mathematics (strong); Biology (strong); Engineering (strong); Chemistry (moderate); Medicine (strong)
Unit 3	Fluid Mechanics	3.27	Biological Fluid Dynamics	"Blood flow, medical uses.
**Level**: Undergraduate
**Reference**: College Physics 2e, Chapter 12.7: Molecular Transport Phenomena: Diffusion, Osmosis, and Related Processes"	undergraduate	Yes	Fluid dynamics fundamentals; Viscosity and viscous flow; Laminar vs turbulent flow; Pressure and flow rate relationships; Basic calculus (derivatives and integrals); Conservation of mass and energy; Basic biology concepts (circulatory system); Vector analysis; Differential equations (basic)	intermediate	6	0.85	"Requires understanding of fluid dynamics fundamentals; Involves complex biological systems; Combines multiple physics concepts (pressure, flow, viscosity); Requires knowledge of medical applications; Includes non-Newtonian fluid behavior"	apply	0.85	implementing physics principles to biological systems; calculating fluid flow parameters; interpreting medical applications; executing fluid dynamics equations	NGSS: HS-PS2-1; AP Physics 2: 6.E.1.1; AP Physics 2: 6.E.3.1	Biology (strong); Mathematics (strong); Chemistry (strong); Medicine (strong); Engineering (moderate)
Unit 3	Fluid Mechanics	3.28	Diffusion and Osmosis	"Molecular diffusion and osmotic processes in fluids.
**Level**: Undergraduate
**Reference**: College Physics 2e, Chapter 12.7: Molecular Transport Phenomena: Diffusion, Osmosis, and Related Processes"	undergraduate	Yes	"Basic kinetic theory of gases/fluids; Concentration gradients; Basic thermodynamics (temperature, energy); Properties of fluids; Basic chemistry (solutions, solutes, solvents); Partial pressure concepts; Random molecular motion; Basic calculus (rates of change)"	intermediate	6	0.85	Requires understanding of molecular kinetics; Involves concentration gradients and partial pressures; Mathematical modeling of diffusion rates; Multiple interacting variables; Abstract visualization of molecular movement	analyze	0.9	differentiating between diffusion and osmosis mechanisms; organizing molecular transport concepts; explaining cause-effect relationships in fluid transport; breaking down complex molecular movements	NGSS: HS-PS2-6; NGSS: HS-LS2-5; AP Physics: 2.B.2; AP Biology: 2.B.2	Biology (strong); Chemistry (strong); Mathematics (moderate); Engineering (moderate); Environmental Science (moderate)
Unit 3	Fluid Mechanics	3.28.1	Fick’s Laws of Diffusion	"Describes diffusion rate and flux based on concentration gradients.
**Level**: Undergraduate
**Reference**: College Physics 2e, Chapter 12.7: Molecular Transport Phenomena: Diffusion, Osmosis, and Related Processes"	undergraduate	Yes	Partial derivatives and gradients; Vector calculus basics; Concentration and density concepts; Basic differential equations; Kinetic theory of gases; Basic thermodynamics; Understanding of molecular motion; Basic calculus (derivatives and integrals)	intermediate	6	0.85	Requires understanding of partial differential equations; Involves vector calculus concepts; Needs good grasp of concentration gradients; Requires visualization of molecular transport; Applications involve multiple variables	understand	0.9	explaining; interpreting; describing; classifying	NGSS: HS-PS1-3; AP Physics 2: 6.E.3; AP Chemistry: SAP-9.D	Mathematics (strong); Chemistry (strong); Biology (strong); Chemical Engineering (strong); Environmental Science (moderate)
Unit 3	Fluid Mechanics	3.28.2	Osmotic Pressure	"Pressure from solute concentration differences (Π=MRT).
**Level**: Undergraduate
**Reference**: College Physics 2e, Chapter 12.7: Molecular Transport Phenomena: Diffusion, Osmosis, and Related Processes"	undergraduate	Yes	Basic algebra; Ideal gas law (PV=nRT); Molarity and concentration concepts; Basic thermodynamics (temperature scales); Pressure and force concepts; Solutions and solutes; Semi-permeable membranes; Diffusion principles	intermediate	6	0.85	"Requires understanding of concentration gradients; Involves mathematical formula manipulation; Needs background knowledge of solutions and molecular behavior; Connects multiple concepts (pressure, temperature, concentration); Requires understanding of ideal gas law principles"	apply	0.9	calculating osmotic pressure using formula; implementing equations with given variables; solving numerical problems; relating concentration differences to pressure	AP Physics 2: 6.E.3; NGSS: HS-PS2-6; AP Chemistry: 2.A.3	Chemistry (strong); Biology (strong); Mathematics (moderate); Engineering (moderate); Environmental Science (moderate)
Unit 3	Fluid Mechanics	3.28.3	Concentration Gradients	"Spatial variation driving molecular movement.
**Level**: Undergraduate
**Reference**: College Physics 2e, Chapter 12.7: Molecular Transport Phenomena: Diffusion, Osmosis, and Related Processes"	undergraduate	Yes	Basic calculus (derivatives); Molecular motion and kinetic theory; Particle density and distribution concepts; Basic chemical principles (solutions and mixtures); Vector concepts (direction and magnitude); Partial pressure principles; Random motion and Brownian movement	intermediate	6	0.85	"Abstract spatial thinking required; Mathematical understanding of gradients; Multiple scales of analysis (molecular to macro); Integration of multiple concepts (diffusion, molecular motion, concentration)"	understand	0.9	explaining; interpreting; describing; classifying	NGSS: HS-PS2-6; AP Physics 2: 6.E.3; AP Biology: ENE-2.G	Mathematics (strong); Chemistry (strong); Biology (strong); Engineering (moderate); Environmental Science (moderate)
Unit 4	Thermodynamics	4.1	Molecular Motion	"Temperature basis.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 13.4: Kinetic Theory: Atomic and Molecular Explanation of Pressure and Temperature"	undergraduate	Yes				0.85			0.85			
Unit 4	Thermodynamics	4.2	Kinetic Energy of Molecules	"Molecular energy.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 13.4: Kinetic Theory: Atomic and Molecular Explanation of Pressure and Temperature"	undergraduate	Yes				0.85			0.85			
Unit 4	Thermodynamics	4.3	Thermometers	"Temperature devices.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 13.1: Temperature"	undergraduate	Yes				0.85			0.85			
Unit 4	Thermodynamics	4.4	Thermometer Calibration	"Accuracy assurance.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 13.1: Temperature"	undergraduate	Yes	"Basic temperature concepts; Temperature scales (Celsius, Fahrenheit, Kelvin); Linear interpolation; Fixed points (melting/boiling points); Measurement uncertainty; Basic experimental methods; Graph plotting and interpretation"	intermediate	6	0.85	Understanding of fixed points and reference temperatures; Mathematical interpolation concepts; Error analysis and uncertainty; Multiple calibration methods; Need for precision and accuracy	apply	0.9	implementing procedures; calibrating instruments; executing methods; comparing measurements; determining accuracy	NGSS: HS-PS3-4; AP Physics: 7.A.2.1; AP Physics: 7.A.1.1	Mathematics (strong); Chemistry (strong); Engineering (strong); Metrology (strong); Statistics (moderate)
Unit 4	Thermodynamics	4.5	Zeroth Law	"Equilibrium basis.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 12.1: Zeroth Law of Thermodynamics: Thermal Equilibrium; College Physics 2e, Chapter 13.1: Temperature"	undergraduate	Yes	Basic temperature concepts; States of matter; Heat transfer basics; Thermal energy fundamentals; Understanding of equilibrium in general; Basic measurement concepts	beginner	3	0.9	Abstract concept of thermal equilibrium; Simple mathematical relationships; Requires basic understanding of temperature; Conceptual rather than computational	understand	0.9	explaining thermal equilibrium concepts; interpreting temperature relationships; describing heat transfer principles; summarizing equilibrium conditions	NGSS: HS-PS3-2; AP Physics: 6.A; AP Physics: 6.B	Mathematics (strong); Chemistry (strong); Biology (moderate); Engineering (strong); Philosophy (weak)
Unit 4	Thermodynamics	4.6	Thermal Equilibrium	"System balance.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 12.1: Zeroth Law of Thermodynamics: Thermal Equilibrium; College Physics 2e, Chapter 13.1: Temperature"	undergraduate	Yes				0.85			0.85			
Unit 4	Thermodynamics	4.7	Celsius Scale	"Water-based scale.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 13.1: Temperature"	undergraduate	Yes				0.85			0.85			
Unit 4	Thermodynamics	4.8	Kelvin Scale	"Absolute scale.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 13.1: Temperature"	undergraduate	Yes	Understanding of temperature measurement; Basic knowledge of Celsius and Fahrenheit scales; Concept of thermal energy and heat; Understanding of negative temperatures; Basic arithmetic and unit conversion; Concept of absolute zero	intermediate	5	0.9	Requires understanding of absolute zero concept; Involves conversion between different temperature scales; Needs basic comprehension of molecular motion; Requires understanding of negative temperatures impossibility; Connection to thermodynamic principles	understand	0.9	interpreting; explaining; comparing	NGSS: HS-PS3-2; AP Physics: 6.A.3.1; College Board Standards for College Success: PS.3.2.3	Chemistry (strong); Mathematics (moderate); Biology (moderate); Engineering (strong); History of Science (weak)
Unit 4	Thermodynamics	4.9	Fahrenheit Scale	"Historical scale.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 13.1: Temperature"	undergraduate	Yes	Basic arithmetic operations; Understanding of positive and negative numbers; Concept of temperature; Basic measurement scales; Decimal numbers	beginner	2	0.9	Requires basic arithmetic; Simple temperature conversion formula; Historical context understanding; Linear scale relationship	remember	0.9	recalling historical facts; recognizing temperature scale; memorizing conversion formulas	NGSS: HS-PS3-2; AP Physics 1: 5.B.5.4	History (strong); Mathematics (strong); Chemistry (moderate); Engineering (moderate); Social Studies (moderate)
Unit 4	Thermodynamics	4.10	Linear Expansion	"Length changes.
**Level**: High School, Undergraduate
**Reference**: OpenStax High School Physics, Chapter 11.1: Temperature and Thermal Energy; College Physics 2e, Chapter 13.2: Thermal Expansion of Solids and Liquids"	undergraduate	Yes	"Temperature scales (Celsius, Kelvin); Basic algebra and linear equations; Understanding of heat and thermal energy; States of matter; Basic properties of materials; Units and unit conversion; Vector quantities (length, displacement)"	beginner	3	0.9	Simple mathematical formula (ΔL = αL₀ΔT); Direct relationship between variables; Concrete real-world applications; Few abstract concepts; Basic algebra skills required	apply	0.9	calculate changes in length; use linear expansion equations; predict dimensional changes; relate temperature changes to length changes	NGSS: HS-PS1-3; NGSS: HS-PS2-6; AP Physics 2: 6.B.4.1	Mathematics (strong); Chemistry (strong); Engineering (strong); Materials Science (strong); Architecture (moderate); Environmental Science (moderate)
